Number,Name,Position,Age,Height,Weight,Experience,College,Team,Side,Salary,Salary in Milions
55,Benardrick McKinney,LB,25,76,250,3,Mississippi State,Texans,Defense,920921,0.920921
54,Eric Kendricks,LB,25,73,232,3,UCLA,Vikings,Defense,903720,0.90372
52,Preston Brown,LB,25,73,251,4,Louisville,Bills,Defense,1762000,1.762
48,Shaquil Barrett,LB,25,74,250,4,Colorado State,Broncos,Defense,615000,0.615
51,Todd Davis,LB,25,73,230,4,Sacramento State,Broncos,Defense,2746000,2.746
52,Corey Nelson,LB,25,73,226,4,Oklahoma,Broncos,Defense,690000,0.69
58,Christian Kirksey,LB,25,74,235,4,Iowa,Browns,Defense,3797000,3.797
20,Deone Bucannon,LB,25,73,211,4,Washington State,Cardinals,Defense,1471255,1.471255
96,Kareem Martin,LB,25,78,272,4,North Carolina,Cardinals,Defense,710000,0.71
97,Jerry Attaochu,LB,25,75,252,4,Georgia Tech,Chargers,Defense,NA,NA
59,Anthony Hitchens,LB,25,73,235,4,Iowa,Cowboys,Defense,1797000,1.797
59,Marquis Flowers,LB,25,75,250,4,Arizona,Patriots,Defense,690000,0.69
57,C.J. Mosley,LB,25,74,250,4,Alabama,Ravens,Defense,1618365,1.618365
50,Ryan Shazier,LB,25,73,230,4,Ohio State,Steelers,Defense,1716438,1.716438
54,Avery Williamson,LB,25,73,246,4,Kentucky,Titans,Defense,1797000,1.797
55,Anthony Barr,LB,25,77,255,4,UCLA,Vikings,Defense,2157750,2.15775
44,Jelani Jenkins,LB,25,73,240,5,Florida,Texans,Defense,729411,0.729411
59,Charmeachealle Moore,LB,25,73,235,0,Kansas State,Chargers,Defense,NA,NA
49,Dylan Donahue,LB,25,74,248,0,West Georgia,Jets,Defense,465000,0.465
46,Luke Rhodes,LS,25,74,238,1,William & Mary,Colts,Special Teams,540000,0.54
45,Rick Lovato,LS,25,74,249,1,Old Dominion,Eagles,Special Teams,540000,0.54
49,Zach Wood,LS,25,75,255,1,SMU,Saints,Special Teams,465000,0.465
57,Kameron Canaday,LS,25,76,245,1,Portland State,Steelers,Special Teams,540000,0.54
49,Joe Cardona,LS,25,75,245,3,Navy,Patriots,Special Teams,615000,0.615
69,Tyler Ott,LS,25,75,253,3,Harvard,Seahawks,Special Teams,540000,0.54
71,Zach Sterup,OT,25,80,318,1,Nebraska,Dolphins,Offense,218824,0.218824
71,Matt Feiler,OT,25,78,330,1,Bloomsburg,Steelers,Offense,465000,0.465
66,Leonard Wester,OT,25,78,305,2,Missouri Western,Buccaneers,Offense,540000,0.54
72,Brandon Shell,OT,25,77,324,2,South Carolina,Jets,Offense,540000,0.54
72,Brian Mihalik,OT,25,81,315,2,Boston College,Lions,Offense,540000,0.54
74,George Fant,OT,25,77,322,2,Western Kentucky,Seahawks,Offense,NA,NA
70,Cedric Ogbuehi,OT,25,77,310,3,Texas A&M,Bengals,Offense,1282789,1.282789
75,Cameron Erving,OT,25,77,313,3,Florida State,Chiefs,Offense,1292188,1.292188
65,Tyreek Burwell,OT,25,78,310,3,Cincinnati,Colts,Offense,325588,0.325588
79,Chaz Green,OT,25,77,318,3,Florida,Cowboys,Offense,630375,0.630375
74,Ty Sambrailo,OT,25,77,311,3,Colorado State,Falcons,Offense,784633,0.784633
70,Corey Robinson,OT,25,79,317,3,South Carolina,Lions,Offense,615000,0.615
60,Daryl Williams,OT,25,78,330,3,Oklahoma,Panthers,Offense,615000,0.615
79,Robert Havenstein,OT,25,80,328,3,Wisconsin,Rams,Offense,NA,NA
70,Andrew Donnal,OT,25,78,310,3,Iowa,Ravens,Offense,615000,0.615
60,Arie Kouandjio,OT,25,77,316,3,Alabama,Redskins,Offense,361765,0.361765
63,Kendall Lamm,OT,25,78,305,3,Appalachian State,Texans,Offense,615000,0.615
70,Ja'Wuan James,OT,25,78,307,4,Tennessee,Dolphins,Offense,1569327,1.569327
70,Jake Matthews,OT,25,77,309,4,Texas A&M,Falcons,Offense,690000,0.69
73,Greg Robinson,OT,25,77,332,4,Auburn,Lions,Offense,3322377,3.322377
74,Ulrick John,OT,25,77,307,4,Georgia State,Packers,Offense,506471,0.506471
71,Cameron Fleming,OT,25,78,320,4,Stanford,Patriots,Offense,1797000,1.797
68,Conor McDermott,OT,25,80,305,0,UCLA,Bills,Offense,465000,0.465
72,Garett Bolles,OT,25,77,297,0,Utah,Broncos,Offense,465000,0.465
65,Jessamen Dunker,OT,25,76,315,0,Tennessee State,Giants,Offense,NA,NA
4,Lachlan Edwards,P,25,76,209,2,Sam Houston State,Jets,Special Teams,NA,NA
5,Michael Palardy,P,25,71,200,2,Tennessee,Panthers,Special Teams,540000,0.54
5,Sam Ficken,PK,25,73,191,1,Penn State,Rams,Special Teams,54706,0.054706
1,Cody Parkey,PK,25,73,190,4,Auburn,Dolphins,Special Teams,690000,0.69
8,Kevin Hogan,QB,25,75,218,2,Stanford,Browns,Offense,540000,0.54
7,Cardale Jones,QB,25,77,250,2,Ohio State,Chargers,Offense,NA,NA
11,Carson Wentz,QB,25,77,237,2,North Dakota State,Eagles,Offense,1662561,1.662561
14,Jake Rudock,QB,25,75,212,2,Michigan,Lions,Offense,540000,0.54
18,Connor Cook,QB,25,76,215,2,Michigan State,Raiders,Offense,NA,NA
8,Brandon Allen,QB,25,74,214,2,Arkansas,Rams,Offense,NA,NA
14,Sean Mannion,QB,25,78,231,2,Oregon State,Rams,Offense,730037,0.730037
5,Blake Bortles,QB,25,77,236,4,UCF,Jaguars,Offense,3236565,3.236565
5,Teddy Bridgewater,QB,25,74,215,4,Louisville,Vikings,Offense,1354023,1.354023
33,Tra Carson,RB,25,71,228,1,Texas A&M,Bengals,Offense,NA,NA
48,Bronson Hill,RB,25,70,215,1,Eastern Michigan,Cardinals,Offense,158825,0.158825
23,Devontae Booker,RB,25,71,219,2,Utah,Broncos,Offense,540000,0.54
20,Rob Kelley,RB,25,73,233,2,Tulane,Redskins,Offense,NA,NA
36,Daniel Lasco,RB,25,73,205,2,California,Saints,Offense,349412,0.349412
31,Raheem Mostert,RB,25,70,197,3,Purdue,49ers,Offense,615000,0.615
44,Andre Williams,RB,25,73,220,3,Boston College,Chargers,Offense,527644,0.527644
28,Terron Ward,RB,25,67,201,3,Oregon State,Falcons,Offense,615000,0.615
88,Ty Montgomery,RB,25,73,216,3,Stanford,Packers,Offense,625000,0.625
39,Kapri Bibbs,RB,25,71,203,3,Colorado State,Redskins,Offense,108528,0.108528
42,Bishop Sankey,RB,25,70,213,3,Washington,Vikings,Offense,NA,NA
32,Jeremy Hill,RB,25,73,230,4,LSU,Bengals,Offense,881855,0.881855
34,Isaiah Crowell,RB,25,71,225,4,Alabama State,Browns,Offense,2746000,2.746
26,Damien Williams,RB,25,71,224,4,Oklahoma,Dolphins,Offense,1797000,1.797
24,Devonta Freeman,RB,25,68,206,4,Florida State,Falcons,Offense,1297000,1.297
26,Orleans Darkwa,RB,25,71,219,4,Tulane,Giants,Offense,690000,0.69
28,James White,RB,25,70,205,4,Wisconsin,Patriots,Offense,690000,0.69
21,Jerick McKinnon,RB,25,69,205,4,Georgia Southern,Vikings,Offense,700000,0.7
26,Le'Veon Bell,RB,25,73,225,5,Michigan State,Steelers,Offense,12120000,12.12
33,De'Angelo Henderson,RB,25,67,208,0,Coastal Carolina,Broncos,Offense,465000,0.465
37,Akeem Judd,RB,25,70,225,0,Ole Miss,Jets,Offense,NA,NA
39,Isaiah Johnson,S,25,73,209,1,South Carolina,Buccaneers,Defense,355589,0.355589
36,Ryan Murphy,S,25,73,214,1,Oregon State,Giants,Defense,82059,0.082059
20,Briean Boddy-Calhoun,S,25,69,193,2,Minnesota,Browns,Defense,540000,0.54
41,Matthias Farley,S,25,71,209,2,Notre Dame,Colts,Defense,540000,0.54
33,Andrew Adams,S,25,71,205,2,Connecticut,Giants,Defense,540000,0.54
43,Corey Moore,S,25,74,205,2,Georgia,Texans,Defense,540000,0.54
29,Jaquiski Tartt,S,25,73,221,3,Samford,49ers,Defense,792910,0.79291
36,Derron Smith,S,25,70,200,3,Fresno State,Browns,Defense,615000,0.615
31,Adrian Phillips,S,25,71,210,3,Texas,Chargers,Defense,690000,0.69
26,Clayton Geathers,S,25,74,220,3,UCF,Colts,Defense,615000,0.615
31,Byron Jones,S,25,73,205,3,Connecticut,Cowboys,Defense,1216995,1.216995
37,Jordan Richards,S,25,71,210,3,Stanford,Patriots,Defense,772413,0.772413
22,Deshazor Everett,S,25,73,195,3,Texas A&M,Redskins,Defense,615000,0.615
33,Tre Boston,S,25,73,205,4,North Carolina,Chargers,Defense,700000,0.7
23,Terrence Brooks,S,25,71,200,4,Florida State,Jets,Defense,705000,0.705
21,Ha Ha Clinton-Dix,S,25,73,208,4,Alabama,Packers,Defense,778534,0.778534
29,Andre Hal,S,25,70,190,4,Vanderbilt,Texans,Defense,1797000,1.797
32,Tyrann Mathieu,S,25,69,186,5,LSU,Cardinals,Defense,4750000,4.75
39,Eddie Jackson,S,25,73,202,0,Alabama,Bears,Defense,465000,0.465
37,Jordan Simone,S,25,71,190,0,Arizona State,Seahawks,Defense,NA,NA
45,Jason Vander Laan,TE,25,75,244,1,Ferris State,Colts,Offense,164118,0.164118
82,Manasseh Garner,TE,25,74,241,1,Pittsburgh,Redskins,Offense,NA,NA
84,Nick O'Leary,TE,25,75,252,2,Florida State,Bills,Offense,615000,0.615
83,Matt LaCosse,TE,25,78,255,2,Illinois,Broncos,Offense,82059,0.082059
87,Seth DeValve,TE,25,75,245,2,Princeton,Browns,Offense,540000,0.54
86,Randall Telfer,TE,25,76,250,2,USC,Browns,Offense,540000,0.54
43,Ross Travis,TE,25,79,235,2,Penn State,Colts,Offense,540000,0.54
86,Erik Swoope,TE,25,77,258,2,Miami,Colts,Offense,NA,NA
89,Jerell Adams,TE,25,77,254,2,South Carolina,Giants,Offense,540000,0.54
83,Eric Tomlinson,TE,25,78,263,2,UTEP,Jets,Offense,540000,0.54
84,Hakeem Valles,TE,25,77,260,2,Monmouth,Lions,Offense,31765,0.031765
82,Chris Manhertz,TE,25,78,255,2,Canisius,Panthers,Offense,540000,0.54
89,Tyler Higbee,TE,25,78,257,2,Western Kentucky,Rams,Offense,540000,0.54
85,Xavier Grimble,TE,25,76,261,2,USC,Steelers,Offense,540000,0.54
85,MyCole Pruitt,TE,25,74,243,2,Southern Illinois,Texans,Offense,144706,0.144706
89,Stephen Anderson,TE,25,75,230,2,California,Texans,Offense,540000,0.54
85,Daniel Brown,TE,25,77,247,3,James Madison,Bears,Offense,615000,0.615
81,Tyler Kroft,TE,25,78,260,3,Rutgers,Bengals,Offense,628000,0.628
87,C.J. Uzomah,TE,25,78,265,3,Auburn,Bengals,Offense,615000,0.615
82,Jeff Heuerman,TE,25,77,255,3,Ohio State,Broncos,Offense,615000,0.615
45,Asante Cleveland,TE,25,77,260,3,Miami,Chargers,Offense,NA,NA
80,Scott Simonson,TE,25,77,255,3,Assumption,Panthers,Offense,NA,NA
84,Darren Waller,TE,25,78,255,3,Georgia Tech,Ravens,Offense,NA,NA
87,Troy Niklas,TE,25,78,270,4,Notre Dame,Cardinals,Offense,968632,0.968632
88,Austin Seferian-Jenkins,TE,25,77,262,4,Washington,Jets,Offense,936690,0.93669
--,Dom Williams,WR,25,74,200,1,Washington State,Eagles,Offense,NA,NA
12,Alex Erickson,WR,25,73,195,2,Wisconsin,Bengals,Offense,540000,0.54
87,Jordan Taylor,WR,25,77,210,2,Rice,Broncos,Offense,540000,0.54
19,Jakeem Grant,WR,25,67,169,2,Texas Tech,Dolphins,Offense,540000,0.54
17,Charone Peake,WR,25,74,209,2,Clemson,Jets,Offense,540000,0.54
18,Damiere Byrd,WR,25,69,180,2,South Carolina,Panthers,Offense,540000,0.54
19,Malcolm Mitchell,WR,25,73,200,2,Georgia,Patriots,Offense,NA,NA
13,Maurice Harris,WR,25,75,200,2,California,Redskins,Offense,218824,0.218824
18,Josh Doctson,WR,25,74,206,2,TCU,Redskins,Offense,906802,0.906802
11,Tommylee Lewis,WR,25,67,168,2,Northern Illinois,Saints,Offense,540000,0.54
19,Tanner McEvoy,WR,25,78,230,2,Wisconsin,Seahawks,Offense,540000,0.54
13,Braxton Miller,WR,25,74,215,2,Ohio State,Texans,Offense,557500,0.5575
81,Cameron Meredith,WR,25,75,207,3,Illinois State,Bears,Offense,NA,NA
11,Kevin White,WR,25,75,216,3,West Virginia,Bears,Offense,615000,0.615
14,J.J. Nelson,WR,25,70,160,3,UAB,Cardinals,Offense,NA,NA
16,Tyrell Williams,WR,25,76,205,3,Western Oregon,Chargers,Offense,615000,0.615
17,Chris Conley,WR,25,75,205,3,Georgia,Chiefs,Offense,635000,0.635
11,DeVante Parker,WR,25,75,212,3,Louisville,Dolphins,Offense,1423776,1.423776
13,Rashad Greene Sr.,WR,25,71,186,3,Florida State,Jaguars,Offense,NA,NA
19,Devin Smith,WR,25,73,199,3,Ohio State,Jets,Offense,NA,NA
81,Quincy Enunwa,WR,25,74,225,3,Nebraska,Jets,Offense,NA,NA
82,Lucky Whitehead,WR,25,69,180,3,Florida Atlantic,Jets,Offense,NA,NA
12,Bradley Marquez,WR,25,70,205,3,Texas Tech,Lions,Offense,180882,0.180882
13,TJ Jones,WR,25,73,190,3,Notre Dame,Lions,Offense,NA,NA
13,Phillip Dorsett,WR,25,70,185,3,Miami,Patriots,Offense,1174583,1.174583
16,Brandon Coleman,WR,25,78,225,3,Rutgers,Saints,Offense,615000,0.615
83,Willie Snead,WR,25,71,195,3,Ball State,Saints,Offense,615000,0.615
16,Tyler Lockett,WR,25,70,182,3,Kansas State,Seahawks,Offense,695000,0.695
17,Eli Rogers,WR,25,70,187,3,Louisville,Steelers,Offense,540000,0.54
87,Jordan Matthews,WR,25,75,212,4,Vanderbilt,Bills,Offense,1094900,1.0949
14,Cody Latimer,WR,25,74,215,4,Indiana,Broncos,Offense,925725,0.925725
12,Albert Wilson,WR,25,69,200,4,Georgia State,Chiefs,Offense,1797000,1.797
13,De'Anthony Thomas,WR,25,68,176,4,Oregon,Chiefs,Offense,690000,0.69
14,Jarvis Landry,WR,25,71,208,4,LSU,Dolphins,Offense,893852,0.893852
13,Odell Beckham Jr.,WR,25,71,198,4,LSU,Giants,Offense,NA,NA
17,Davante Adams,WR,25,73,215,4,Fresno State,Packers,Offense,956373,0.956373
10,Paul Richardson,WR,25,73,183,4,Colorado,Seahawks,Offense,1062659,1.062659
13,Keenan Allen,WR,25,74,211,5,California,Chargers,Offense,1000000,1
10,Kenny Stills,WR,25,73,196,5,Oklahoma,Dolphins,Offense,1975000,1.975
17,Robert Woods,WR,25,73,193,5,USC,Rams,Offense,3000000,3
10,DeAndre Hopkins,WR,25,73,210,5,Clemson,Texans,Offense,8000000,8
61,Anthony Fabiano,C,24,73,303,1,Harvard,Colts,Offense,158824,0.158824
68,Matt Skura,C,24,75,313,1,Duke,Ravens,Offense,410294,0.410294
62,Mike Matthews,C,24,74,300,1,Texas A&M,Steelers,Offense,NA,NA
70,Evan Boehm,C,24,75,310,2,Missouri,Cardinals,Offense,540000,0.54
79,Max Tuerk,C,24,77,298,2,USC,Cardinals,Offense,254118,0.254118
73,Spencer Pulley,C,24,76,308,2,Vanderbilt,Chargers,Offense,540000,0.54
78,Ryan Kelly,C,24,76,309,2,Alabama,Colts,Offense,925045,0.925045
66,Nick Martin,C,24,76,300,2,Notre Dame,Texans,Offense,667044,0.667044
67,Cornelius Edison,C,24,75,309,2,Portland State,Vikings,Offense,NA,NA
74,Ali Marpet,C,24,76,307,3,Hobart,Buccaneers,Offense,703054,0.703054
63,Marcus Martin,C,24,75,310,4,USC,Browns,Offense,NA,NA
73,Chase Roullier,C,24,75,317,0,Wyoming,Redskins,Offense,465000,0.465
29,Tony McRae,CB,24,70,185,1,North Carolina A&T,Bengals,Defense,437647,0.437647
39,Michael Hunter,CB,24,73,192,1,Oklahoma State,Broncos,Defense,63529,0.063529
38,Donte Deayon,CB,24,69,163,1,Boise State,Giants,Defense,328236,0.328236
40,Bryson Keeton,CB,24,74,190,1,Montana State,Jets,Defense,NA,NA
24,Kalan Reed,CB,24,71,192,1,Southern Mississippi,Titans,Defense,540000,0.54
20,KeiVarae Russell,CB,24,71,196,2,Notre Dame,Bengals,Defense,570000,0.57
35,C.J. Smith,CB,24,71,189,2,North Dakota State,Browns,Defense,95294,0.095294
29,Ryan Smith,CB,24,71,189,2,North Carolina Central,Buccaneers,Defense,540000,0.54
35,Javien Elliott,CB,24,71,176,2,Florida State,Buccaneers,Defense,540000,0.54
24,Trevor Williams,CB,24,71,191,2,Penn State,Chargers,Defense,540000,0.54
21,Eric Murray,CB,24,71,199,2,Minnesota,Chiefs,Defense,540000,0.54
37,D.J. White,CB,24,71,193,2,Georgia Tech,Colts,Defense,285882,0.285882
30,Anthony Brown,CB,24,71,196,2,Purdue,Cowboys,Defense,540000,0.54
21,Jordan Lucas,CB,24,73,202,2,Penn State,Dolphins,Defense,421941,0.421941
25,Xavien Howard,CB,24,73,196,2,Baylor,Dolphins,Defense,728547,0.728547
32,Juston Burris,CB,24,73,212,2,NC State,Jets,Defense,540000,0.54
24,James Bradberry,CB,24,73,212,2,Samford,Panthers,Defense,630038,0.630038
27,Kevon Seymour,CB,24,73,185,2,USC,Panthers,Defense,540000,0.54
31,Jonathan Jones,CB,24,70,190,2,Auburn,Patriots,Defense,540000,0.54
41,Cyrus Jones,CB,24,70,200,2,Alabama,Patriots,Defense,NA,NA
20,Ken Crawley,CB,24,73,180,2,Colorado,Saints,Defense,540000,0.54
33,Tye Smith,CB,24,73,195,2,Towson,Titans,Defense,540000,0.54
36,LeShaun Sims,CB,24,73,203,2,Southern Utah,Titans,Defense,540000,0.54
20,Mackensie Alexander,CB,24,70,192,2,Clemson,Vikings,Defense,646196,0.646196
28,Bobby McCain,CB,24,71,192,3,Memphis,Dolphins,Defense,615000,0.615
41,Ronald Darby,CB,24,71,193,3,Florida State,Eagles,Defense,800426,0.800426
26,P.J. Williams,CB,24,73,196,3,Florida State,Saints,Defense,640000,0.64
28,Justin Coleman,CB,24,71,190,3,Tennessee,Seahawks,Defense,615000,0.615
38,Adrian Colbert,CB,24,74,205,0,Miami,49ers,Defense,465000,0.465
6,Ashton Lampkin,CB,24,73,189,0,Oklahoma State,Chiefs,Defense,NA,NA
30,Cordrea Tankersley,CB,24,73,196,0,Clemson,Dolphins,Defense,465000,0.465
27,Damontae Kazee,CB,24,70,174,0,San Diego State,Falcons,Defense,465000,0.465
41,Lenzy Pipkins,CB,24,73,196,0,Oklahoma State,Packers,Defense,465000,0.465
37,Arthur Maulet,CB,24,69,190,0,Memphis,Saints,Defense,136765,0.136765
40,Mike Tyson,CB,24,73,207,0,Cincinnati,Seahawks,Defense,NA,NA
29,Brian Allen,CB,24,75,215,0,Utah,Steelers,Defense,465000,0.465
31,Treston Decoud,CB,24,74,210,0,Oregon State,Texans,Defense,465000,0.465
39,Justin Currie,DB,24,74,212,2,Western Michigan,Browns,Defense,164118,0.164118
95,Roy Robertson-Harris,DE,24,79,294,1,UTEP,Bears,Defense,465000,0.465
54,Eddie Yarbrough,DE,24,74,259,1,Wyoming,Bills,Defense,465000,0.465
97,Ishaq Williams,DE,24,76,253,1,Notre Dame,Giants,Defense,NA,NA
70,Mitchell Loewen,DE,24,77,275,1,Arkansas,Saints,Defense,465000,0.465
90,Jonathan Bullard,DE,24,75,296,2,Florida,Bears,Defense,599000,0.599
94,Carl Nassib,DE,24,79,275,2,Penn State,Browns,Defense,618110,0.61811
90,Emmanuel Ogbah,DE,24,76,275,2,Oklahoma State,Browns,Defense,750438,0.750438
57,Noah Spence,DE,24,74,251,2,Eastern Kentucky,Buccaneers,Defense,724377,0.724377
99,Charles Tapper,DE,24,74,270,2,Oklahoma,Cowboys,Defense,540000,0.54
72,Anthony Lanier II,DE,24,78,286,2,Alabama A&M,Redskins,Defense,NA,NA
93,Joel Heath,DE,24,78,295,2,Michigan State,Texans,Defense,540000,0.54
91,Arik Armstead,DE,24,79,292,3,Oregon,49ers,Defense,1329785,1.329785
93,Darius Philon,DE,24,73,300,3,Arkansas,Chargers,Defense,615000,0.615
98,Trey Flowers,DE,24,74,265,3,Arkansas,Patriots,Defense,615000,0.615
97,Mario Edwards Jr.,DE,24,75,280,3,Florida State,Raiders,Defense,NA,NA
55,Frank Clark,DE,24,75,260,3,Michigan,Seahawks,Defense,774294,0.774294
95,Christian Covington,DE,24,74,290,3,Rice,Texans,Defense,615000,0.615
91,Stephon Tuitt,DE,24,78,303,4,Notre Dame,Steelers,Defense,1000000,1
90,Jadeveon Clowney,DE,24,77,270,4,South Carolina,Texans,Defense,690000,0.69
79,Patrick O'Connor,DE,24,76,270,0,Eastern Michigan,Buccaneers,Defense,NA,NA
93,Chris Wormley,DE,24,77,300,0,Michigan,Ravens,Defense,465000,0.465
69,Matthew Godin,DE,24,78,295,0,Michigan,Texans,Defense,NA,NA
94,Joey Mbu,DT,24,75,323,1,Houston,Colts,Defense,254120,0.25412
99,Rodney Coe,DT,24,75,305,1,Akron,Lions,Defense,136765,0.136765
79,Drew Iddings,DT,24,77,290,1,South Dakota,Panthers,Defense,NA,NA
74,Justin Hamilton,DT,24,74,315,2,Louisiana,Chiefs,Defense,109412,0.109412
97,Destiny Vaeao,DT,24,76,299,2,Washington State,Eagles,Defense,540000,0.54
98,Matt Ioannidis,DT,24,75,305,2,Temple,Redskins,Defense,NA,NA
99,Quinton Jefferson,DT,24,76,291,2,Maryland,Seahawks,Defense,412941,0.412941
79,Javon Hargrave,DT,24,74,305,2,South Carolina State,Steelers,Defense,560000,0.56
99,Rakeem Nunez-Roches,DT,24,74,307,3,Southern Mississippi,Chiefs,Defense,615000,0.615
95,David Irving,DT,24,79,290,3,Iowa State,Cowboys,Defense,470294,0.470294
97,Grady Jarrett,DT,24,73,305,3,Clemson,Falcons,Defense,615000,0.615
96,Michael Bennett,DT,24,74,287,3,Ohio State,Jaguars,Defense,6500000,6.5
98,Ryan Glasgow,DT,24,75,302,0,Michigan,Bengals,Defense,465000,0.465
90,Grover Stewart,DT,24,76,333,0,Albany State (GA),Colts,Defense,465000,0.465
68,Daniel Ross,DT,24,76,310,0,null,Cowboys,Defense,218824,0.218824
99,Vincent Taylor,DT,24,74,296,0,Oklahoma State,Dolphins,Defense,465000,0.465
91,Carlos Watkins,DT,24,75,305,0,Clemson,Texans,Defense,465000,0.465
30,C.J. Ham,FB,24,71,235,1,Augustana (SD),Vikings,Offense,465000,0.465
32,Andy Janovich,FB,24,73,238,2,Nebraska,Broncos,Offense,540000,0.54
40,Danny Vitale,FB,24,73,239,2,Northwestern,Browns,Offense,NA,NA
44,Lawrence Thomas,FB,24,75,286,2,Michigan State,Jets,Offense,437647,0.437647
62,Lucas Patrick,G,24,75,313,1,Duke,Packers,Offense,465000,0.465
63,Christian Westerman,G,24,75,305,2,Arizona State,Bengals,Offense,540000,0.54
60,Connor McGovern,G,24,76,306,2,Missouri,Broncos,Offense,540000,0.54
73,Isaac Seumalo,G,24,76,303,2,Oregon State,Eagles,Offense,574000,0.574
71,Wes Schweitzer,G,24,76,300,2,San Jose State,Falcons,Offense,540000,0.54
66,Joe Dahl,G,24,76,305,2,Washington State,Lions,Offense,540000,0.54
75,Ted Karras,G,24,76,305,2,Illinois,Patriots,Offense,540000,0.54
76,John Miller,G,24,75,315,3,Louisville,Bills,Offense,615000,0.615
69,Shaq Mason,G,24,73,310,3,Georgia Tech,Patriots,Offense,615000,0.615
68,Jamon Brown,G,24,76,330,3,Louisville,Rams,Offense,686686,0.686686
70,Trai Turner,G,24,75,315,4,LSU,Panthers,Offense,797000,0.797
63,Cameron Lee,G,24,76,312,0,Illinois State,Bears,Offense,93600,0.0936
64,J.J. Dielman,G,24,77,300,0,Utah,Broncos,Offense,NA,NA
76,Maurquice Shakir,G,24,76,313,0,Middle Tennessee,Ravens,Offense,NA,NA
67,Kyle Kalis,G,24,76,302,0,Michigan,Redskins,Offense,355588,0.355588
64,Jordan Roos,G,24,75,302,0,Purdue,Seahawks,Offense,465000,0.465
53,Brandon Chubb,LB,24,73,240,1,Wake Forest,Lions,Defense,NA,NA
93,Reggie Gilbert,LB,24,75,261,1,Arizona,Packers,Defense,54706,0.054706
51,Victor Ochi,LB,24,73,242,1,Stony Brook,Titans,Defense,NA,NA
44,Nick Kwiatkoski,LB,24,74,242,2,West Virginia,Bears,Defense,540000,0.54
59,Nick Vigil,LB,24,74,240,2,Utah State,Bengals,Defense,540000,0.54
53,Deiontrez Mount,LB,24,77,253,2,Louisville,Broncos,Defense,253232,0.253232
53,Joe Schobert,LB,24,73,245,2,Wisconsin,Browns,Defense,540000,0.54
59,Devante Bond,LB,24,73,236,2,Oklahoma,Buccaneers,Defense,465000,0.465
48,Terrance Smith,LB,24,74,235,2,Florida State,Chiefs,Defense,540000,0.54
59,Reggie Ragland,LB,24,73,252,2,Alabama,Chiefs,Defense,715517,0.715517
59,De'Vondre Campbell,LB,24,75,234,2,Minnesota,Falcons,Defense,540000,0.54
93,B.J. Goodson,LB,24,73,241,2,Clemson,Giants,Defense,540000,0.54
58,Deon King,LB,24,74,220,2,Norfolk State,Jaguars,Defense,412945,0.412945
50,Blake Martinez,LB,24,74,237,2,Stanford,Packers,Defense,540000,0.54
52,Jared Norris,LB,24,73,238,2,Utah,Panthers,Defense,540000,0.54
57,Cory James,LB,24,73,230,2,Colorado State,Raiders,Defense,540000,0.54
58,Cory Littleton,LB,24,75,225,2,Washington,Rams,Defense,540000,0.54
57,Brennan Scarlett,LB,24,76,265,2,Stanford,Texans,Defense,540000,0.54
52,Aaron Wallace,LB,24,74,242,2,UCLA,Titans,Defense,383824,0.383824
40,Kentrell Brothers,LB,24,73,242,2,Missouri,Vikings,Defense,540000,0.54
57,Eli Harold,LB,24,75,265,3,Virginia,49ers,Defense,634000,0.634
56,Shane Ray,LB,24,75,245,3,Missouri,Broncos,Defense,1263991,1.263991
53,Justin March-Lillard,LB,24,73,222,3,Akron,Cowboys,Defense,381176,0.381176
57,Damien Wilson,LB,24,73,245,3,Minnesota,Cowboys,Defense,615000,0.615
46,Neville Hewitt,LB,24,74,234,3,Marshall,Dolphins,Defense,217059,0.217059
55,David Mayo,LB,24,74,245,3,Texas State,Panthers,Defense,615000,0.615
55,Cameron Lynch,LB,24,73,229,3,Syracuse,Rams,Defense,144706,0.144706
50,Martrell Spaight,LB,24,73,243,3,Arkansas,Redskins,Defense,615000,0.615
48,Bud Dupree,LB,24,76,269,3,Kentucky,Steelers,Defense,1273390,1.27339
59,Aaron Lynch,LB,24,78,270,4,South Florida,49ers,Defense,1797000,1.797
48,Donavin Newsom,LB,24,74,240,0,Missouri,49ers,Defense,NA,NA
56,Hardy Nickerson,LB,24,73,235,0,Illinois,Bengals,Defense,465000,0.465
41,Jerrol Garcia-Williams,LB,24,74,235,0,Hawai'i,Broncos,Defense,300883,0.300883
49,Riley Bullough,LB,24,74,228,0,Michigan State,Buccaneers,Defense,82059,0.082059
56,Jermaine Grace,LB,24,73,223,0,Miami,Colts,Defense,465000,0.465
59,Chase Allen,LB,24,75,250,0,Southern Illinois,Dolphins,Defense,465000,0.465
45,Vince Biegel,LB,24,75,246,0,Wisconsin,Packers,Defense,348000,0.348
43,Brady Sheldon,LB,24,77,230,0,Ferris State,Raiders,Defense,54706,0.054706
56,Tim Williams,LB,24,75,260,0,Alabama,Ravens,Defense,465000,0.465
53,Gimel President,LB,24,75,275,0,Illinois,Texans,Defense,136765,0.136765
54,LaTroy Lewis,LB,24,75,254,0,Tennessee,Texans,Defense,136765,0.136765
57,Shaan Washington,LB,24,75,220,0,Texas A&M,Vikings,Defense,NA,NA
44,Jeff Overbaugh,LS,24,73,236,1,San Diego State,Vikings,Special Teams,27353,0.027353
