Number,Name,Position,Age,Height,Weight,Experience,College,Team,Side,Salary,Salary in Milions
4,Adam Vinatieri,PK,45,73,212,22,South Dakota State,Colts,Special Teams,2750000,2.75
4,Phil Dawson,PK,43,71,200,19,Texas,Cardinals,Special Teams,2000000,2
3,Matt Bryant,PK,42,69,203,16,Baylor,Falcons,Special Teams,1450000,1.45
9,Shane Lechler,P,41,74,240,18,Texas A&M,Texans,Special Teams,1500000,1.5
12,Tom Brady,QB,40,76,225,18,Michigan,Patriots,Offense,1000000,1
23,Terence Newman,CB,39,70,197,15,Kansas State,Vikings,Defense,2400000,2.4
92,James Harrison,LB,39,73,242,15,Kent State,Patriots,Defense,58824,0.058824
92,John Denney,LS,39,77,242,13,BYU,Dolphins,Special Teams,900000,0.9
11,Sebastian Janikowski,PK,39,73,265,18,Florida State,Raiders,Special Teams,NA,NA
9,Drew Brees,QB,39,73,209,17,Purdue,Saints,Offense,13000000,13
90,Julius Peppers,DE,38,79,295,16,North Carolina,Panthers,Defense,1000000,1
15,Josh McCown,QB,38,76,218,15,Sam Houston State,Jets,Offense,3000000,3
93,Dwight Freeney,DE,37,73,268,16,Syracuse,Lions,Defense,588235,0.588235
8,Donnie Jones,P,37,74,221,14,LSU,Eagles,Special Teams,1250000,1.25
10,Eli Manning,QB,37,77,220,14,Ole Miss,Giants,Offense,13000000,13
82,Benjamin Watson,TE,37,75,251,14,Georgia,Ravens,Offense,NA,NA
85,Antonio Gates,TE,37,76,255,15,Kent State,Chargers,Offense,4500000,4.5
91,Cameron Wake,DE,36,75,263,9,Penn State,Dolphins,Defense,6875000,6.875
56,Karlos Dansby,LB,36,76,250,14,Auburn,Cardinals,Defense,1000000,1
59,Jon Condo,LS,36,75,240,11,Maryland,Raiders,Special Teams,1000000,1
91,L.P. Ladouceur,LS,36,77,256,13,California,Cowboys,Special Teams,1100000,1.1
48,Don Muhlbach,LS,36,76,258,14,Texas A&M,Lions,Special Teams,1000000,1
77,Andrew Whitworth,OT,36,79,333,12,LSU,Rams,Offense,7500000,7.5
71,Jason Peters,OT,36,76,328,14,Arkansas,Eagles,Offense,3000000,3
9,Jon Ryan,P,36,73,217,12,University of Regina,Seahawks,Special Teams,1000000,1
9,Nick Novak,PK,36,73,200,10,Maryland,Chargers,Special Teams,688235,0.688235
17,Philip Rivers,QB,36,77,228,14,NC State,Chargers,Offense,11000000,11
8,Matt Schaub,QB,36,78,245,14,Virginia,Falcons,Offense,NA,NA
29,Mike Adams,S,36,71,205,14,Delaware,Panthers,Defense,1000000,1
61,Joe Berger,C,35,77,305,13,Michigan Tech,Vikings,Offense,1000000,1
29,John Kuhn,FB,35,73,250,12,Shippensburg,Saints,Offense,1000000,1
56,Derrick Johnson,LB,35,75,242,13,Texas,Chiefs,Defense,1000000,1
55,Terrell Suggs,LB,35,75,265,15,Arizona State,Ravens,Defense,4000000,4
64,Khalif Barnes,OT,35,78,320,12,Washington,Cardinals,Offense,176471,0.176471
4,Sam Koch,P,35,73,222,12,Nebraska,Ravens,Special Teams,2300000,2.3
2,Dustin Colquitt,P,35,75,210,13,Tennessee,Chiefs,Special Teams,4050000,4.05
2,Andy Lee,P,35,73,185,14,Pittsburgh,Cardinals,Special Teams,1000000,1
9,Robbie Gould,PK,35,73,190,13,Penn State,49ers,Special Teams,1500000,1.5
1,Mike Nugent,PK,35,70,190,13,Ohio State,Bears,Special Teams,235294,0.235294
14,Ryan Fitzpatrick,QB,35,74,223,13,Harvard,Buccaneers,Offense,1750000,1.75
16,Matt Cassel,QB,35,76,228,13,USC,Titans,Offense,1750000,1.75
7,Ben Roethlisberger,QB,35,77,240,14,Miami (OH),Steelers,Offense,12000000,12
82,Jason Witten,TE,35,78,263,15,Tennessee,Cowboys,Offense,7400000,7.4
24,Adam Jones,CB,34,70,185,11,West Virginia,Bengals,Defense,6023529,6.023529
24,Brent Grimes,CB,34,70,185,11,Shippensburg,Buccaneers,Defense,6000000,6
25,Tramon Williams,CB,34,73,192,11,Louisiana Tech,Cardinals,Defense,1000000,1
96,Brian Robison,DE,34,75,259,11,Texas,Vikings,Defense,3900000,3.9
95,Kyle Williams,DT,34,73,303,12,LSU,Bills,Defense,6300000,6.3
92,Frostee Rucker,DT,34,75,280,12,USC,Cardinals,Defense,1000000,1
92,Haloti Ngata,DT,34,76,340,12,Oregon,Lions,Defense,5500000,5.5
64,Richie Incognito,G,34,75,319,11,Nebraska,Bills,Offense,3175000,3.175
73,Jahri Evans,G,34,76,318,12,Bloomsburg,Packers,Offense,1150000,1.15
57,Lorenzo Alexander,LB,34,73,245,11,California,Bills,Defense,2000000,2
45,David Harris,LB,34,74,250,11,Michigan,Patriots,Defense,1000000,1
58,Elvis Dumervil,LB,34,71,250,12,Louisville,49ers,Defense,2250000,2.25
91,Tamba Hali,LB,34,75,275,12,Penn State,Chiefs,Defense,5750000,5.75
58,Thomas Davis,LB,34,73,235,13,Georgia,Panthers,Defense,3250000,3.25
73,Eric Winston,OT,34,79,310,11,Miami,Bengals,Offense,470588,0.470588
72,Donald Penn,OT,34,76,315,12,Utah State,Raiders,Offense,5800000,5.8
64,Zach Strief,OT,34,79,320,12,Northwestern,Saints,Offense,1700000,1.7
3,Stephen Gostkowski,PK,34,73,215,12,Memphis,Patriots,Special Teams,2700000,2.7
3,Brandon Weeden,QB,34,75,230,6,Oklahoma State,Titans,Offense,NA,NA
10,Kellen Clemens,QB,34,74,220,12,Oregon,Chargers,Offense,1000000,1
6,Jay Cutler,QB,34,75,231,12,Vanderbilt,Dolphins,Offense,5000000,5
12,Aaron Rodgers,QB,34,74,225,13,California,Packers,Offense,12550000,12.55
3,Derek Anderson,QB,34,78,235,13,Oregon State,Panthers,Offense,1550000,1.55
23,Frank Gore,RB,34,69,212,13,Miami,Colts,Offense,3500000,3.5
43,Darren Sproles,RB,34,66,190,13,Kansas State,Eagles,Offense,4000000,4
27,Reggie Nelson,S,34,71,210,11,Florida,Raiders,Defense,2750000,2.75
23,DeAngelo Hall,S,34,70,200,14,Virginia Tech,Redskins,Defense,1100000,1.1
85,Vernon Davis,TE,34,75,244,12,Maryland,Redskins,Offense,2000000,2
11,Larry Fitzgerald,WR,34,75,218,14,Pittsburgh,Cardinals,Offense,11000000,11
20,Leon Hall,CB,33,71,195,10,Michigan,49ers,Defense,705882,0.705882
22,William Gay,CB,33,70,187,11,Louisville,Steelers,Defense,2000000,2
24,Johnathan Joseph,CB,33,71,190,12,South Carolina,Texans,Defense,6500000,6.5
97,Alan Branch,DE,33,78,350,11,Michigan,Patriots,Defense,1750000,1.75
92,Tom Johnson,DT,33,75,288,7,Southern Mississippi,Vikings,Defense,2300000,2.3
92,Brandon Mebane,DT,33,73,311,11,California,Chargers,Defense,3350000,3.35
94,Domata Peko Sr.,DT,33,75,325,12,Michigan State,Broncos,Defense,NA,NA
76,Tony McDaniel,DT,33,79,305,12,Tennessee,Saints,Defense,58824,0.058824
73,Allen Barbre,G,33,76,310,10,Missouri Southern State,Broncos,Offense,1750000,1.75
74,Jermon Bushrod,G,33,77,318,11,Towson,Dolphins,Offense,1475000,1.475
73,Marshal Yanda,G,33,75,305,11,Iowa,Ravens,Offense,6000000,6
51,Paul Posluszny,LB,33,74,232,11,Penn State,Jaguars,Defense,3950000,3.95
55,Ahmad Brooks,LB,33,75,259,12,Virginia,Packers,Defense,1000000,1
46,Clark Harris,LS,33,77,250,9,Rutgers,Bengals,Special Teams,NA,NA
61,Brett Goode,LS,33,73,255,10,Arkansas,Packers,Special Teams,900000,0.9
51,Zak DeOssie,LS,33,77,250,11,Brown,Giants,Special Teams,1000000,1
74,Joe Staley,OT,33,77,315,11,Central Michigan,49ers,Offense,8250000,8.25
73,Joe Thomas,OT,33,78,312,11,Wisconsin,Browns,Offense,8800000,8.8
2,Nick Folk,PK,33,73,222,11,Arizona,Buccaneers,Special Teams,1000000,1
5,Matt Prater,PK,33,70,201,11,UCF,Lions,Special Teams,3150000,3.15
2,Mason Crosby,PK,33,73,207,11,Colorado,Packers,Special Teams,1000000,1
5,Drew Stanton,QB,33,75,243,10,Michigan State,Cardinals,Offense,2550000,2.55
8,Matt Moore,QB,33,75,219,10,Oregon State,Dolphins,Offense,1750000,1.75
5,Joe Flacco,QB,33,78,245,10,Delaware,Ravens,Offense,6000000,6
11,Alex Smith,QB,33,76,217,13,Utah,Redskins,Offense,10800000,10.8
39,Danny Woodhead,RB,33,68,204,9,Chadron State,Ravens,Offense,1000000,1
32,Eric Weddle,S,33,71,200,11,Utah,Ravens,Defense,4000000,4
41,Antoine Bethea,S,33,71,206,12,Howard,Cardinals,Defense,2000000,2
86,Zach Miller,TE,33,77,245,8,Nebraska-Omaha,Bears,Offense,1500000,1.5
87,Brent Celek,TE,33,76,255,11,Cincinnati,Eagles,Offense,3000000,3
80,Anthony Fasano,TE,33,76,258,12,Notre Dame,Dolphins,Offense,1500000,1.5
89,Marcedes Lewis,TE,33,78,267,12,UCLA,Jaguars,Offense,4000000,4
82,Delanie Walker,TE,33,74,248,12,Central Missouri State,Titans,Offense,4200000,4.2
83,Harry Douglas,WR,33,73,183,10,Louisville,Titans,Offense,1200000,1.2
15,Brandon Marshall,WR,33,77,232,12,UCF,Giants,Offense,3000000,3
51,Alex Mack,C,32,76,311,9,California,Falcons,Offense,5750000,5.75
65,John Sullivan,C,32,76,310,9,Notre Dame,Rams,Offense,900000,0.9
67,Ryan Kalil,C,32,74,300,11,USC,Panthers,Offense,3000000,3
24,Darrelle Revis,CB,32,71,198,11,Pittsburgh,Chiefs,Defense,352941,0.352941
91,Robert Ayers,DE,32,75,275,9,Tennessee,Buccaneers,Defense,4000000,4
72,Michael Bennett,DE,32,76,274,9,Texas A&M,Seahawks,Defense,6500000,6.5
95,William Hayes,DE,32,75,278,10,Winston-Salem,Dolphins,Defense,2750000,2.75
56,Chris Long,DE,32,75,270,10,Virginia,Eagles,Defense,1000000,1
99,Steve McLendon,DT,32,75,310,8,Troy,Jets,Defense,2875000,2.875
92,Pat Sims,DT,32,74,330,10,Auburn,Bengals,Defense,1000000,1
35,Mike Tolbert,FB,32,69,250,10,Coastal Carolina,Bills,Offense,900000,0.9
73,Ramon Foster,G,32,77,328,9,Tennessee,Steelers,Offense,2675000,2.675
73,John Greco,G,32,76,318,10,Toledo,Giants,Offense,688235,0.688235
97,Willie Young,LB,32,76,258,8,NC State,Bears,Defense,1000000,1
57,Dannell Ellerbe,LB,32,73,245,9,Georgia,Eagles,Defense,370588,0.370588
93,Erik Walden,LB,32,74,250,10,Middle Tennessee,Titans,Defense,1350000,1.35
43,Matt Overton,LS,32,73,243,6,Western Washington,Jaguars,Special Teams,775000,0.775
65,Garrison Sanborn,LS,32,73,240,9,Florida State,Buccaneers,Special Teams,900000,0.9
44,J.J. Jansen,LS,32,74,235,10,Notre Dame,Panthers,Special Teams,900000,0.9
79,Ty Nsekhe,OT,32,80,338,3,Texas State,Redskins,Offense,690000,0.69
69,Demar Dotson,OT,32,81,315,9,Southern Mississippi,Buccaneers,Offense,4250000,4.25
66,Will Beatty,OT,32,78,319,9,Connecticut,Eagles,Offense,370588,0.370588
74,Chris Clark,OT,32,77,305,9,Southern Mississippi,Texans,Offense,2750000,2.75
68,Breno Giacomini,OT,32,79,320,10,Louisville,Texans,Offense,1000000,1
76,Duane Brown,OT,32,76,305,12,Virginia Tech,Seahawks,Offense,9400000,9.4
4,Britton Colquitt,P,32,75,210,8,Tennessee,Browns,Special Teams,1650000,1.65
10,Kevin Huber,P,32,73,210,9,Cincinnati,Bengals,Special Teams,2800000,2.8
4,Stephen Hauschka,PK,32,76,210,10,NC State,Bills,Special Teams,NA,NA
2,Brian Hoyer,QB,32,74,215,9,Michigan State,Patriots,Offense,476471,0.476471
2,Matt Ryan,QB,32,76,217,10,Boston College,Falcons,Offense,15750000,15.75
7,Chad Henne,QB,32,75,222,10,Michigan,Jaguars,Offense,2250000,2.25
22,Matt Forte,RB,32,74,218,10,Tulane,Jets,Offense,4000000,4
23,Adrian Peterson,RB,32,73,220,11,Oklahoma,Cardinals,Offense,1000000,1
33,Colt Anderson,S,32,70,195,8,Montana,Bills,Defense,900000,0.9
27,Glover Quin,S,32,73,207,9,New Mexico,Lions,Defense,900000,0.9
21,Lardarius Webb,S,32,70,185,9,Nicholls,Ravens,Defense,900000,0.9
21,Quintin Demps,S,32,71,216,10,UTEP,Bears,Defense,2500000,2.5
24,Corey Graham,S,32,73,196,11,New Hampshire,Eagles,Defense,1000000,1
88,Greg Olsen,TE,32,77,255,11,Miami,Panthers,Offense,6500000,6.5
80,Danny Amendola,WR,32,71,190,9,Texas Tech,Patriots,Offense,1250000,1.25
87,Jordy Nelson,WR,32,75,217,10,Kansas State,Packers,Offense,8250000,8.25
18,Matthew Slater,WR,32,73,205,10,UCLA,Patriots,Offense,NA,NA
14,Eric Weems,WR,32,69,195,10,Bethune-Cookman,Titans,Offense,1000000,1
19,Ted Ginn Jr.,WR,32,71,180,11,Ohio State,Saints,Offense,NA,NA
53,A.Q. Shipley,C,31,73,307,6,Penn State,Cardinals,Offense,775000,0.775
66,Tony Bergstrom,C,31,77,315,6,Utah,Redskins,Offense,775000,0.775
62,Evan Smith,C,31,74,308,8,Idaho State,Buccaneers,Offense,NA,NA
70,Eric Wood,C,31,76,310,9,Louisville,Bills,Offense,1150000,1.15
68,Matt Slauson,C,31,77,315,9,Nebraska,Chargers,Offense,2000000,2
60,Max Unger,C,31,77,305,9,Oregon,Saints,Offense,1700000,1.7
23,Brice McCain,CB,31,69,190,9,Utah,Titans,Defense,2000000,2
21,Aqib Talib,CB,31,73,205,10,Kansas,Broncos,Defense,11000000,11
41,Dominique Rodgers-Cromartie,CB,31,74,203,10,Tennessee State,Giants,Defense,6980000,6.98
24,Brandon Carr,CB,31,73,210,10,Grand Valley State,Ravens,Defense,2000000,2
93,Calais Campbell,DE,31,80,300,10,Miami,Jaguars,Defense,9000000,9
56,Cliff Avril,DE,31,75,260,10,Purdue,Seahawks,Defense,4500000,4.5
95,Charles L. Johnson,DE,31,74,278,11,Georgia,Panthers,Defense,NA,NA
93,Kyle Love,DT,31,73,310,6,Mississippi State,Panthers,Defense,775000,0.775
92,Leger Douzable,DT,31,76,284,8,UCF,49ers,Defense,582353,0.582353
98,Clinton McDonald,DT,31,74,297,8,Memphis,Buccaneers,Defense,2000000,2
93,Ndamukong Suh,DT,31,76,305,8,Nebraska,Dolphins,Defense,9985000,9.985
96,Arthur Jones,DT,31,75,320,8,Syracuse,Redskins,Defense,476471,0.476471
94,Ricky Jean Francois,DT,31,75,313,9,LSU,Patriots,Defense,NA,NA
79,Ahtyba Rubin,DT,31,74,310,10,Iowa State,Falcons,Defense,582353,0.582353
68,Zane Beadles,G,31,76,305,8,Utah,49ers,Offense,2450000,2.45
77,John Jerry,G,31,77,335,8,Ole Miss,Giants,Offense,925000,0.925
71,Andre Smith,G,31,76,330,9,Alabama,Bengals,Offense,1250000,1.25
67,Andy Levitre,G,31,74,303,9,Oregon State,Falcons,Offense,5250000,5.25
71,Josh Sitton,G,31,75,320,10,UCF,Bears,Offense,4650000,4.65
50,Jerrell Freeman,LB,31,73,235,6,Mary Hardin-Baylor,Bears,Defense,3750000,3.75
57,Michael Wilhoite,LB,31,73,245,6,Washburn,Seahawks,Defense,800000,0.8
50,Albert McClellan,LB,31,74,250,7,Marshall,Ravens,Defense,NA,NA
50,Sean Lee,LB,31,74,245,8,Penn State,Cowboys,Defense,1300000,1.3
55,Koa Misi,LB,31,75,265,8,Utah,Dolphins,Defense,NA,NA
52,Clay Matthews,LB,31,75,255,9,USC,Packers,Defense,10100000,10.1
98,Connor Barwin,LB,31,76,255,9,Cincinnati,Rams,Defense,2000000,2
56,Brian Cushing,LB,31,75,250,9,USC,Texans,Defense,2264706,2.264706
98,Brian Orakpo,LB,31,76,257,9,Texas,Titans,Defense,6200000,6.2
59,Wesley Woodyard,LB,31,73,233,10,Kentucky,Titans,Defense,2200000,2.2
94,Lawrence Timmons,LB,31,73,242,11,Florida State,Dolphins,Defense,1000000,1
47,Mike Windt,LS,31,73,237,8,Cincinnati,Chargers,Special Teams,900000,0.9
46,Morgan Cox,LS,31,76,235,8,Tennessee,Ravens,Special Teams,900000,0.9
46,Jon Weeks,LS,31,70,250,8,Baylor,Texans,Special Teams,900000,0.9
78,Jermey Parnell,OT,31,78,326,7,Ole Miss,Jaguars,Offense,6500000,6.5
6,Thomas Morstead,P,31,76,235,9,SMU,Saints,Special Teams,3150000,3.15
6,Brett Kern,P,31,74,214,10,Toledo,Titans,Special Teams,2800000,2.8
4,Ryan Succop,PK,31,74,218,9,South Carolina,Titans,Special Teams,2400000,2.4
5,Josh Johnson,QB,31,75,219,7,San Diego,Texans,Offense,NA,NA
14,Joe Webb,QB,31,76,230,8,UAB,Bills,Offense,900000,0.9
12,Colt McCoy,QB,31,73,215,8,Texas,Redskins,Offense,2800000,2.8
6,Mark Sanchez,QB,31,74,232,9,USC,Bears,Offense,NA,NA
10,Chase Daniel,QB,31,73,225,9,Missouri,Saints,Offense,900000,0.9
30,Cedric Peerman,RB,31,70,212,8,Virginia,Bengals,Offense,NA,NA
29,LeGarrette Blount,RB,31,73,250,8,Oregon,Eagles,Offense,900000,0.9
28,Jamaal Charles,RB,31,71,199,10,Texas,Broncos,Offense,900000,0.9
24,Marshawn Lynch,RB,31,71,215,10,California,Raiders,Offense,1350000,1.35
43,T.J. Ward,S,31,70,200,8,Oregon,Buccaneers,Defense,3000000,3
42,Chris Maragos,S,31,70,200,8,Wisconsin,Eagles,Defense,1250000,1.25
20,Darius Butler,S,31,70,192,9,Connecticut,Colts,Defense,1000000,1
31,Jairus Byrd,S,31,70,203,9,Oregon,Panthers,Defense,404648,0.404648
27,Tyvon Branch,S,31,73,210,10,Connecticut,Cardinals,Defense,1000000,1
87,Darren Fells,TE,31,79,270,4,UC Irvine,Lions,Offense,700000,0.7
86,Kyle Nelson,TE,31,74,240,6,New Mexico State,49ers,Offense,975000,0.975
88,Jimmy Graham,TE,31,79,265,8,Miami,Seahawks,Offense,7900000,7.9
11,Brandon LaFell,WR,31,75,210,8,LSU,Bengals,Offense,1250000,1.25
11,Julian Edelman,WR,31,70,200,9,Kent State,Patriots,Offense,NA,NA
17,Mike Wallace,WR,31,73,200,9,Ole Miss,Ravens,Offense,4750000,4.75
15,Pierre Garcon,WR,31,73,211,10,Mount Union,49ers,Offense,3675000,3.675
11,DeSean Jackson,WR,31,70,175,10,California,Buccaneers,Offense,6500000,6.5
67,Daniel Kilgore,C,30,75,308,7,Appalachian State,49ers,Offense,1000000,1
62,Jason Kelce,C,30,75,295,7,Cincinnati,Eagles,Offense,5000000,5
41,Anthony Levine Sr.,CB,30,71,209,6,Tennessee State,Ravens,Defense,NA,NA
24,Josh Norman,CB,30,73,200,6,Coastal Carolina,Redskins,Defense,16500000,16.5
20,Shareece Wright,CB,30,71,184,7,USC,Bills,Defense,800000,0.8
35,Marcus Sherels,CB,30,70,175,7,Minnesota,Vikings,Defense,1950000,1.95
27,Sherrick McManis,CB,30,73,193,8,Northwestern,Bears,Defense,1000000,1
21,Patrick Robinson,CB,30,71,191,8,Florida State,Eagles,Defense,775000,0.775
30,Jason McCourty,CB,30,71,195,9,Rutgers,Browns,Defense,1500000,1.5
21,Sean Smith,CB,30,75,220,9,Utah,Raiders,Defense,5000000,5
32,Orlando Scandrick,CB,30,70,196,10,Boise State,Cowboys,Defense,3000000,3
92,Margus Hunt,DE,30,80,298,5,SMU,Colts,Defense,1100000,1.1
90,Chris Baker,DE,30,74,320,6,Hampton,Buccaneers,Defense,3000000,3
90,George Johnson,DE,30,76,265,6,Rutgers,Saints,Defense,683824,0.683824
98,Mitch Unrein,DE,30,76,301,7,Wyoming,Bears,Defense,1000000,1
50,Bryan Braman,DE,30,77,241,7,West Texas A&M,Eagles,Defense,158824,0.158824
50,Brooks Reed,DE,30,75,254,7,Arizona,Falcons,Defense,4100000,4.1
97,Mario Addison,DE,30,75,260,7,Troy,Panthers,Defense,1000000,1
94,Tyson Alualu,DE,30,75,304,8,California,Steelers,Defense,1250000,1.25
97,Everson Griffen,DE,30,75,273,8,USC,Vikings,Defense,1900000,1.9
90,Michael Johnson,DE,30,79,280,9,Georgia Tech,Bengals,Defense,3550000,3.55
65,Jordan Devey,G,30,78,320,4,Memphis,Chiefs,Offense,649408,0.649408
62,Vladimir Ducasse,G,30,77,329,8,UMass,Bills,Offense,NA,NA
75,Alex Boone,G,30,80,310,8,Ohio State,Cardinals,Offense,1400000,1.4
76,Mike Iupati,G,30,77,331,8,Idaho,Cardinals,Offense,8000000,8
62,Ted Larsen,G,30,75,320,8,NC State,Dolphins,Offense,975000,0.975
77,Shawn Lauvao,G,30,75,308,8,Arizona State,Redskins,Offense,4000000,4
76,T.J. Lang,G,30,76,315,9,Eastern Michigan,Lions,Offense,3000000,3
51,Bruce Irvin,LB,30,75,250,6,West Virginia,Raiders,Defense,4500000,4.5
57,Vincent Rey,LB,30,73,245,7,Duke,Bengals,Defense,2250000,2.25
56,Sean Weatherspoon,LB,30,74,244,7,Missouri,Falcons,Defense,455882,0.455882
44,Mark Herzlich,LB,30,77,236,7,Boston College,Giants,Defense,NA,NA
47,Kelvin Sheppard,LB,30,74,249,7,LSU,Giants,Defense,423529,0.423529
99,Lamarr Houston,LB,30,75,274,8,Texas,Bears,Defense,900000,0.9
51,Frank Zombo,LB,30,75,254,8,Central Michigan,Chiefs,Defense,900000,0.9
50,Ramon Humber,LB,30,71,232,9,North Dakota State,Bills,Defense,900000,0.9
52,Jonathan Casillas,LB,30,73,226,9,Wisconsin,Giants,Defense,2750000,2.75
49,Andrew DePaola,LS,30,74,230,4,Rutgers,Bears,Special Teams,690000,0.69
44,Jake McQuaide,LS,30,74,225,7,Ohio State,Rams,Special Teams,775000,0.775
57,Nick Sundberg,LS,30,73,256,8,California,Redskins,Special Teams,900000,0.9
90,Earl Mitchell,NT,30,75,310,8,Arizona,49ers,Defense,1650000,1.65
99,Al Woods,NT,30,76,330,8,LSU,Colts,Defense,1250000,1.25
90,Ziggy Hood,NT,30,75,305,9,Missouri,Redskins,Defense,NA,NA
72,Joe Barksdale,OT,30,77,326,7,LSU,Chargers,Offense,4500000,4.5
72,Derek Newton,OT,30,78,315,7,Arkansas State,Texans,Offense,NA,NA
68,Jared Veldheer,OT,30,80,321,8,Hillsdale,Cardinals,Offense,6500000,6.5
76,Russell Okung,OT,30,77,310,8,Oklahoma State,Chargers,Offense,3000000,3
79,Sam Young,OT,30,80,306,8,Notre Dame,Dolphins,Offense,900000,0.9
77,Austin Howard,OT,30,79,330,8,Northern Iowa,Ravens,Offense,1525000,1.525
5,Matt Bosher,P,30,73,208,7,Miami,Falcons,Special Teams,NA,NA
4,Greg Zuerlein,PK,30,73,191,6,Missouri Western,Rams,Special Teams,1375000,1.375
2,Kai Forbath,PK,30,71,197,6,UCLA,Vikings,Special Teams,775000,0.775
5,Dan Bailey,PK,30,73,195,7,Oklahoma State,Cowboys,Special Teams,3200000,3.2
9,Graham Gano,PK,30,74,202,8,Florida State,Panthers,Special Teams,3200000,3.2
11,Alex Tanney,QB,30,76,220,2,Monmouth (IL),Titans,Offense,NA,NA
2,T.J. Yates,QB,30,76,217,6,North Carolina,Texans,Offense,410294,0.410294
14,Andy Dalton,QB,30,74,220,7,TCU,Bengals,Offense,13100000,13.1
16,Scott Tolzien,QB,30,74,215,7,Wisconsin,Colts,Offense,1750000,1.75
8,Sam Bradford,QB,30,76,224,8,Oklahoma,Vikings,Offense,14000000,14
28,Jonathan Stewart,RB,30,70,240,10,Oregon,Panthers,Offense,1100000,1.1
38,Ron Parker,S,30,73,206,7,Newberry,Chiefs,Defense,3900000,3.9
42,Colin Jones,S,30,73,205,7,TCU,Panthers,Defense,775000,0.775
25,Rafael Bush,S,30,71,203,7,South Carolina State,Saints,Defense,775000,0.775
34,Andrew Sendejo,S,30,73,210,7,Rice,Vikings,Defense,2950000,2.95
29,Nate Allen,S,30,73,214,8,South Florida,Dolphins,Defense,1400000,1.4
32,Devin McCourty,S,30,70,195,8,Rutgers,Patriots,Defense,6500000,6.5
27,Malcolm Jenkins,S,30,73,204,9,Ohio State,Eagles,Defense,6000000,6
26,Don Carey,S,30,71,202,9,Norfolk State,Lions,Defense,975000,0.975
23,Patrick Chung,S,30,71,215,9,Oregon,Patriots,Defense,2500000,2.5
23,Mike Mitchell,S,30,73,221,9,Ohio,Steelers,Defense,5000000,5
84,Sean McGrath,TE,30,77,259,3,null,Chargers,Offense,615000,0.615
85,Brandon Williams,TE,30,75,260,5,Oregon,Colts,Offense,775000,0.775
84,Lance Kendricks,TE,30,75,250,7,Wisconsin,Packers,Offense,800000,0.8
86,Lee Smith,TE,30,78,265,7,Marshall,Raiders,Offense,1000000,1
82,Logan Paulsen,TE,30,77,268,8,UCLA,49ers,Offense,775000,0.775
87,Jeff Cumberland,TE,30,76,260,8,Illinois,Chargers,Offense,364706,0.364706
84,Ed Dickson,TE,30,76,255,8,Oregon,Panthers,Offense,1950000,1.95
88,Clay Harbor,TE,30,75,240,8,Missouri State,Saints,Offense,NA,NA
87,Jared Cook,TE,30,77,254,9,South Carolina,Raiders,Offense,2500000,2.5
86,John Phillips,TE,30,77,251,9,Virginia,Saints,Offense,105882,0.105882
88,Martellus Bennett,TE,30,78,275,10,Texas A&M,Patriots,Offense,900000,0.9
17,Dwayne Harris,WR,30,71,206,7,East Carolina,Giants,Offense,2475000,2.475
18,Louis Murphy,WR,30,74,200,8,Florida,49ers,Offense,423528,0.423528
10,Emmanuel Sanders,WR,30,71,180,8,SMU,Broncos,Offense,6750000,6.75
88,Demaryius Thomas,WR,30,75,229,8,Georgia Tech,Broncos,Offense,8500000,8.5
19,Andre Roberts,WR,30,71,195,8,The Citadel,Falcons,Offense,1300000,1.3
87,Eric Decker,WR,30,75,214,8,Minnesota,Titans,Offense,1350000,1.35
15,Brandon Tate,WR,30,73,195,9,North Carolina,Bills,Offense,900000,0.9
15,Michael Crabtree,WR,30,73,215,9,Texas Tech,Raiders,Offense,6250000,6.25
88,Darrius Heyward-Bey,WR,30,74,210,9,Maryland,Steelers,Offense,1200000,1.2
61,Tim Barnes,C,29,76,306,6,Missouri,49ers,Offense,227941,0.227941
72,Mike Person,C,29,76,300,7,Montana State,Colts,Offense,NA,NA
68,Joe Hawley,C,29,75,302,8,UNLV,Buccaneers,Offense,1750000,1.75
23,Robert Alford,CB,29,70,186,5,Southeastern Louisiana,Falcons,Defense,2000000,2
36,Robert McClain,CB,29,69,195,6,Connecticut,Buccaneers,Defense,775000,0.775
20,Janoris Jenkins,CB,29,70,190,6,North Alabama,Giants,Defense,12900000,12.9
21,Teddy Williams,CB,29,73,210,6,UT San Antonio,Panthers,Defense,NA,NA
24,Coty Sensabaugh,CB,29,71,187,6,Clemson,Steelers,Defense,775000,0.775
22,Jimmy Smith,CB,29,74,210,7,Colorado,Ravens,Defense,775000,0.775
25,Richard Sherman,CB,29,75,195,7,Stanford,Seahawks,Defense,11431000,11.431
41,Byron Maxwell,CB,29,73,198,7,Clemson,Seahawks,Defense,8500000,8.5
42,Alterraun Verner,CB,29,70,187,8,UCLA,Dolphins,Defense,900000,0.9
25,Kareem Jackson,CB,29,70,190,8,Alabama,Texans,Defense,6500000,6.5
24,Tramaine Brock,CB,29,70,188,8,Belhaven University,Vikings,Defense,900000,0.9
41,Captain Munnerlyn,CB,29,69,195,9,South Carolina,Panthers,Defense,900000,0.9
72,Justin Trattou,DE,29,76,258,6,Florida,Buccaneers,Defense,NA,NA
75,Vinny Curry,DE,29,75,279,6,Marshall,Eagles,Defense,7000000,7
95,Jack Crawford,DE,29,77,274,6,Penn State,Falcons,Defense,1250000,1.25
